SapNo;SapNoZw
5049474;2777968
5049487;2777968
4654761;2777968
4676593;2777968
4842690;2777968
4843063;2777968
4843140;2777968
4964764;2777968
4639477;2777968
4639739;2777968
4639783;2777968
4639848;2777968
4639730;2777968
4843064;2777968
4963213;2777968
4964767;2777968
5049728;2777968
4676595;2777968
4842942;2777968
4842961;2777968
4963211;2777968
4964355;2777968
5049726;2777968
4842960;2777968
4843086;2777968
4843142;2777968
4430472;2777968
4639776;2777968
4639780;2777968
4287831;2777968
4639738;2777968
4639752;2777968
4639778;2777968
4639786;2777968
4842947;2777968
4843084;2777968
4963221;2777968
5049409;2777968
5049720;2777968
4639729;2777968
4772278;2777968
4654289;2777968
4842945;2777968
4842956;2777968
4843144;2777968
4964356;2777968
4964765;2777968
4843080;2777968
4843143;2777968
4963210;2777968
4964354;2777968
4639735;2777968
4639759;2777968
4882079;2777968
4913513;2777968
4964763;2777968
4308414;2777968
4639764;2777968
4772297;2777968
5049734;2777968
4842939;2777968
4842941;2777968
4843083;2777968
4963227;2777968
5049721;2777968
4308406;2777968
4639734;2777968
4639785;2777968
4772293;2777968
4842944;2777968
4963209;2777968
5273114;2777968
4639732;2777968
4639774;2777968
4842937;2777968
4963205;2777968
5049723;2777968
4964878;2777968
5049471;2777968
5049478;2777968
5049482;2777968
5049725;2777968
5049729;2777968
4639760;2777968
4963217;2777968
4964352;2777968
4308402;2777968
4639770;2777968
4842683;2777968
5272733;2777968
4963226;2777968
5049724;2777968
4654762;2777968
4772229;2777968
4842687;2777968
4843065;2777968
4843085;2777968
4963214;2777968
4843061;2777968
4963216;2777968
4964353;2777968
5049733;2777968
4283898;2777968
4639781;2777968
4963231;2777968
5049722;2777968
4287841;2777968
4639731;2777968
4842684;2777968
4842689;2777968
4639784;2777968
4639853;2777968
4772288;2777968
4963212;2777968
4963220;2777968
4963222;2777968
4843069;2777968
4843088;2777968
4963204;2777968
4639741;2777968
4639751;2777968
4639758;2777968
4772227;2777968
4842946;2777968
4843062;2777968
5049486;2777968
5049731;2777968
4843068;2777968
4843089;2777968
5049488;2777968
4639743;2777968
4639772;2777968
4842688;2777968
4882077;2777968
4963218;2777968
5272731;2777968
4772276;2777968
4842685;2777968
5049745;2777968
4639753;2777968
4639757;2777968
4802828;2777968
4843070;2777968
4843087;2777968
4639775;2777968
4772299;2777968
4843081;2777968
4963208;2777968
4963224;2777968
5049732;2777968
4283861;2777968
4639747;2777968
4639762;2777968
4639765;2777968
5049730;2777968
4842952;2777968
4842953;2777968
4772287;2777968
4772283;2777968
5049481;2777968
4964762;2777968
4842951;2777968
4963219;2777968
5288110;2777968
4639736;2777968
4639742;2777968
3947768;2778255
3687867;2778255
3419044;2778255
3844070;2778255
3962329;2778255
2501607;2778255
3531580;2778255
3614892;2778255
4430362;2778255
4561035;2778282
4639767;2778282
4639777;2778282
5049410;2778282
4772277;2778282
4963228;2778282
5416891;2778282
4783891;2778282
5049479;2778282
4654761;2778282
4842960;2778282
4639776;2778282
4772278;2778282
5049409;2778282
4842945;2778282
4654289;2778282
4842941;2778282
4772293;2778282
5049471;2778282
5049478;2778282
4842937;2778282
4283691;2778282
4964878;2778282
5416894;2778282
4654762;2778282
5416895;2778282
4633287;2778282
4772276;2778282
4792342;2992834
2089832;2997007
1843353;2997007
3064512;2997497
2679287;2997497
3063680;2997497
5277879;2997497
5277876;2997497
5277873;2997497
5277874;2997497
5277880;2997497
3064513;2997497
5277875;2997497
3064515;2997497
5277878;2997497
5277877;2997497
3140833;2997497
1995835;2999076
2677563;2999076
2677556;2999076
2677559;2999076
1995834;2999076
2791440;2999076
2907813;2999076
3472772;2999076
2253540;2999076
2508317;2999076
2822753;2999076
2822752;2999076
1995389;2999076
2677187;2999076
2894731;2999076
2907807;2999076
3350770;2999076
1992064;2999076
2677190;2999076
2907819;2999076
1992057;2999076
2907812;2999076
2907818;2999076
2253542;2999076
2689921;2999076
2822754;2999076
2379113;2999076
2791442;2999076
2822755;2999076
2998244;2999076
3472607;2999076
2571498;2999076
2253243;2999076
2546019;2999076
2547697;2999076
2677560;2999076
1992063;2999076
2643691;2999076
2677555;2999076
2907817;2999076
2907832;2999076
3169429;2999076
2791435;2999076
2907831;2999076
1992058;2999076
3382950;2999076
2677557;2999076
2907805;2999076
3472771;2999076
4088293;2999076
2677551;2999076
2830560;2999076
2907793;2999076
3402526;2999076
2529965;2999076
1995387;2999076
2677186;2999076
2677558;2999076
2791436;2999076
1992059;2999076
1992061;2999076
2904809;2999076
2907833;2999076
1995385;2999076
1995832;2999076
1995836;2999076
2677189;2999076
2907792;2999076
2907802;2999076
2907806;2999076
3186276;2999076
2504674;2999076
2677188;2999076
2907826;2999076
3472609;2999076
2776354;2999076
1995386;2999076
2677552;2999076
2791432;2999076
2499097;2999076
2907794;2999076
2907803;2999076
2507128;2999076
3455446;2999076
5392396;2999076
1992060;2999076
2253539;2999076
2791434;2999076
2907791;2999076
3262176;2999076
1992062;2999076
2504673;2999076
2677554;2999076
2907830;2999076
1995833;2999076
2907798;2999076
3169427;2999076
3186272;2999076
3432804;2999076
1995388;2999076
3419044;2999076
2907797;2999076
2907804;2999076
3482774;2999076
3999577;2999076
2907795;2999076
2907811;2999076
1995835;3000668
2677563;3000668
2677556;3000668
2677559;3000668
1995834;3000668
3472772;3000668
2253540;3000668
2508317;3000668
2822753;3000668
2822752;3000668
2907807;3000668
1995389;3000668
2677187;3000668
2894731;3000668
2907813;3000668
3350770;3000668
1992064;3000668
2677190;3000668
2907818;3000668
2253542;3000668
2689921;3000668
2907819;3000668
1992057;3000668
2379113;3000668
2791442;3000668
2822755;3000668
2907812;3000668
2998244;3000668
3472607;3000668
2822754;3000668
3169429;3000668
2571498;3000668
2253243;3000668
2546019;3000668
2547697;3000668
2677560;3000668
2907817;3000668
2907832;3000668
2791435;3000668
2907831;3000668
1992058;3000668
1992063;3000668
2643691;3000668
2677555;3000668
3472771;3000668
2907805;3000668
3382950;3000668
3402526;3000668
2529965;3000668
2677557;3000668
2907793;3000668
2677186;3000668
2677558;3000668
4088293;3000668
2677551;3000668
2830560;3000668
2677189;3000668
2791436;3000668
1992059;3000668
1992061;3000668
2904809;3000668
1995387;3000668
2907806;3000668
2907833;3000668
1995385;3000668
1995832;3000668
1995836;3000668
2504674;3000668
2677188;3000668
3186276;3000668
2907792;3000668
2907802;3000668
2907826;3000668
3472609;3000668
1995386;3000668
2677552;3000668
2791432;3000668
2499097;3000668
2507128;3000668
2907794;3000668
2907803;3000668
2776354;3000668
2791434;3000668
3455446;3000668
5392396;3000668
1992060;3000668
2253539;3000668
2907791;3000668
3262176;3000668
1992062;3000668
2504673;3000668
2677554;3000668
3169427;3000668
3186272;3000668
2907830;3000668
1995833;3000668
1995388;3000668
3419044;3000668
3482774;3000668
2907797;3000668
2907804;3000668
2907798;3000668
2791440;3000668
3999577;3000668
2907795;3000668
2907811;3000668
3432804;3000668
3275149;3007285
3310702;3007286
3947768;3007286
3304226;3007286
3419044;3007286
3364440;3007286
4661150;3007286
2401746;3007286
3357898;3007286
3844070;3007286
2231706;3007286
2269130;3007286
2378086;3007286
2210835;3007286
2465446;3007286
2788776;3007286
2180792;3007286
3122904;3007286
3382950;3007286
2231714;3007286
3382955;3007286
2385681;3007286
2231713;3007286
4680234;2556603
5299129;2556603
5348843;2556603
4986384;2556603
4986375;2556603
4995269;2556603
5406751;2556603
4328324;2556603
4861104;2556603
4995266;2556603
4754206;2556603
5406755;2556603
4792342;2556603
5356794;2556603
4791335;2556603
4792335;2556603
5356793;2556603
4674713;2556603
4759904;2556603
4791752;2556603
4798056;2556603
4680235;2556603
4792329;2556603
2205629;2559938
2205713;2559938
2204338;2559938
2205715;2559938
2205714;2559938
3223564;2560894
3170750;2560894
3170750;2560895
3223564;2560895
2560208;2560928
2151569;2560928
2151546;2560928
2339037;2560928
2151442;2560928
2560932;2560928
2667149;2560928
2151446;2560928
3372177;2566949
3432804;2566949
2082947;2566949
2668609;2566949
2896314;2566949
3552927;2566949
1996399;2566949
2364303;2566949
2079179;2566949
2692197;2566949
3140977;2566949
3359609;2566949
1996398;2566949
2998244;2566949
2393791;2566949
2364302;2566949
3390853;2566949
2109925;2566949
2128837;2566949
1996395;2566949
2393794;2566949
3546153;2566949
2632223;2566949
3962329;2566949
2426103;2566949
3531580;2566949
2652277;2566949
3372178;2566949
3357899;2566949
2719656;2566949
2593895;2574003
3012031;2574003
3011800;2574003
2593895;2574004
3011800;2574004
3012031;2574004
2593895;2574017
3012031;2574017
3011800;2574017
2593895;2574018
3011800;2574018
3012031;2574018
2580238;2579235
2580377;2579235
2580378;2579235
2580376;2579235
3070613;2835943
3318643;2845358
3557238;2845358
3313095;2845358
3478495;2845358
3646991;2847096
2779214;2847096
5277401;2847406
5277401;2847408
5416844;2860254
4963202;2860254
4639769;2860254
4963206;2860254
4963207;2860254
4639779;2860254
4676594;2860254
4639786;2860254
4676595;2860254
4639780;2860254
4676593;2860254
4639783;2860254
5416836;2860254
5416841;2860254
4639785;2860254
4639770;2860254
5416833;2860254
4639781;2860254
5416898;2860254
4639784;2860254
5416837;2860254
4639747;2860254
5416839;2860254
4772283;2860254
4772299;2862547
4308402;2862547
4308406;2862547
4308407;2862547
3617212;2863831
4612582;2863831
3617211;2863831
4430408;2863831
3400746;2863831
3881416;2863831
3980631;2863831
3400746;2863839
4430408;2863839
3881416;2863839
3980631;2863839
2864204;2864206
2864203;2864206
2838257;2864208
2838256;2864208
4511354;2869118
4511353;2869118
4772299;2871882
4308402;2871882
4308406;2871882
4913513;2871882
4308414;2871882
4308407;2871882
2873046;2887862
2873045;2887862
2873046;2887864
2873045;2887864
2873041;2887865
2873041;2887869
2873045;2887873
2873041;2887873
2873046;2887873
4167587;3083390
5299124;3083390
5356793;3083390
4141731;3083390
4141732;3083390
4754201;3083390
3332609;3083390
4754204;3083390
4488102;3083390
4754202;3083390
5356791;3083390
3895591;3083390
5356792;3083390
4053253;3083390
4167590;3083390
3531281;3083390
5299129;3083390
4754206;3083390
4986375;3083390
4053245;3083390
4986383;3083390
3138237;3085961
3138237;3085968
4167587;3087656
3633128;3087656
4141732;3087656
4306662;3087656
4451711;3087656
4141731;3087656
4443980;3087656
3681521;3087656
3729674;3087656
4639479;3089203
4639763;3089203
5356985;3089203
4882075;3089203
4639769;3089203
5272737;3089203
5273119;3089203
4283858;3089203
4963202;3089203
3241733;3089203
4937664;3089203
4639737;3089203
5356989;3089203
3337552;3089203
4783891;3089203
4842949;3089203
4843079;3089203
4882073;3089203
4639740;3089203
5273192;3089203
4842686;3089203
4842948;3089203
4842954;3089203
4308407;3089203
4676594;3089203
4772291;3089203
4965863;3089203
5049490;3089203
4639771;3089203
5356994;3089203
4639779;3089203
5356981;3089203
5409164;3089203
4842950;3089203
3337558;3089203
4963215;3089203
4654761;3089203
4676593;3089203
4963206;3089203
4963207;3089203
4639761;3089203
4843140;3089203
5049474;3089203
5049487;3089203
4639739;3089203
4639783;3089203
4963211;3089203
4430472;3089203
4639780;3089203
4676595;3089203
5356991;3089203
4842942;3089203
4842961;3089203
3201700;3089203
4639778;3089203
4639786;3089203
5273116;3089203
4963213;3089203
4639730;3089203
4772292;3089203
4287831;3089203
4639738;3089203
4639752;3089203
4963221;3089203
4639729;3089203
5356982;3089203
5356990;3089203
4819782;2889904
4694274;2889904
5085551;2889904
4819785;2889904
4819791;2889904
3931587;2889904
4819787;2889904
5085552;2889904
4031177;2889904
4138563;2889904
4819796;2889904
4965702;2889904
4965694;2889904
4965700;2889904
4819789;2889904
4819798;2889904
4965704;2889904
3419931;2889904
4986376;2889904
5085394;2889904
4819793;2889904
5406767;2889904
3729674;2889904
4986377;2889904
3986507;2889904
4721855;2889904
4498197;2889904
4565445;2889904
4819790;2889904
4659410;2889904
4306668;2889904
5406768;2889904
5085553;2889904
3138237;3085960
3138237;3085962
3138237;3085969
3138237;3085970
4202989;3085970
4316310;3085970
4202983;3085970
4316309;3085970
4316621;3085970
4202990;3085970
4202984;3085970
2677563;3091706
3432804;3091706
2677556;3091706
2677559;3091706
1995835;3091706
1995834;3091706
2894731;3091706
3472772;3091706
2253540;3091706
2508317;3091706
2822753;3091706
2907813;3091706
2677190;3091706
2822752;3091706
2907807;3091706
3350770;3091706
1995389;3091706
2677187;3091706
2379113;3091706
2791442;3091706
2822755;3091706
1992057;3091706
2907819;3091706
1992064;3091706
2998244;3091706
3472607;3091706
2253542;3091706
2689921;3091706
2907812;3091706
2907818;3091706
2907832;3091706
2546019;3091706
2547697;3091706
2677560;3091706
3169429;3091706
2822754;3091706
1992063;3091706
2643691;3091706
2677555;3091706
2907831;3091706
2571498;3091706
2907817;3091706
2907793;3091706
3402526;3091706
2791435;3091706
3382950;3091706
2253243;3091706
1992058;3091706
4088293;3091706
2677551;3091706
2830560;3091706
2529965;3091706
2677557;3091706
3186276;3091706
1995387;3091706
2677186;3091706
2677558;3091706
3472771;3091706
2907805;3091706
1992059;3091706
1992061;3091706
2904809;3091706
2907792;3091706
2907802;3091706
2907806;3091706
1995385;3091706
1995832;3091706
1995836;3091706
2677189;3091706
2791436;3091706
2907833;3091706
2907826;3091706
1995386;3091706
2677552;3091706
2791432;3091706
2504674;3091706
2677188;3091706
2507128;3091706
2907794;3091706
2907803;3091706
2499097;3091706
3472609;3091706
2776354;3091706
2677554;3091706
2791434;3091706
3262176;3091706
1995833;3091706
2907791;3091706
2907830;3091706
5392396;3091706
1992060;3091706
2253539;3091706
3455446;3091706
1992062;3091706
2504673;3091706
2907804;3091706
3419044;3091706
1995388;3091706
2907798;3091706
3169427;3091706
3186272;3091706
2791440;3091706
2907795;3091706
2907811;3091706
3999577;3091706
3482774;3091706
2907797;3091706
4639736;3092045
4772283;3092045
5273118;3092045
4963202;3092045
5356985;3092045
4639737;3092045
5356989;3092045
4639769;3092045
4772290;3092045
5273119;3092045
4639763;3092045
4654767;3092045
4772289;3092045
4783891;3092045
5273192;3092045
4639761;3092045
4639779;3092045
4963206;3092045
5356981;3092045
5356994;3092045
4676595;3092045
5356991;3092045
4654761;3092045
4676593;3092045
5356982;3092045
5356990;3092045
4639738;3092045
4639778;3092045
5273116;3092045
4639780;3092045
5273117;3092045
5356995;3092045
4842956;3092045
5273193;3092045
4842947;3092045
4639764;3092045
5356992;3092045
5356993;3092045
4842939;3092045
4842941;3092045
4639735;3092045
4639759;3092045
4654289;3092045
4639734;3092045
5356983;3092045
5356986;3092045
5357016;3092045
4639760;3092045
4842944;3092045
5356988;3092045
4639781;3092045
4654762;3092045
4639770;3092045
4963222;3092045
4963231;3092045
5273113;3092045
4633287;3092045
4639758;3092045
4963204;3092045
4963224;3092045
4772288;3092045
5273191;3092045
4639753;3092045
4639757;3092045
4639747;3092045
4639762;3092045
4639765;3092045
5356984;3092045
5356569;3092045
5356570;3092045
4842946;3092045
5356987;3092045
2018522;3097164
2202173;3097164
2018523;3097164
2896331;3100193
4930727;3115293
4397460;3115293
4791366;3115293
4791336;3115293
4819788;3115293
4638090;3115293
4819800;3115293
4819799;3115293
4791337;3115293
4819794;3115293
4791358;3115293
5406765;3115293
4791365;3115293
4791367;3115293
4930726;3115293
4639141;3115293
4791368;3115293
4965704;3115293
4965700;3115293
4399346;3115293
4930725;3115293
4791359;3115293
4397388;3115293
4819793;3115293
4791360;3115293
4791361;3115293
4639736;3123434
3200581;3007286
3614892;3007286
3620023;3007286
2190565;3007286
2252465;3007286
3280709;3007286
2465447;3007286
2754643;3007286
3255719;3007286
2256868;3007286
2498196;3007286
3128149;3007286
4430362;3007286
2180793;3007286
2500366;3007286
3262176;3007286
3262177;3007286
3382949;3007286
3276564;3222185
3276563;3222185
3985053;3222480
3156615;3224230
3104049;3234854
4693468;3235869
4051156;3238504
4659410;3238504
4639143;3238504
5406769;3238504
5406760;3238504
4660600;3238504
4819776;3238504
5406772;3238504
5085554;3238504
4819794;3238504
4791358;3238504
4965696;3238504
4819797;3238504
4819806;3238504
5406758;3238504
4306662;3238504
4819803;3238504
4965698;3238504
4819783;3238504
4819786;3238504
5085400;3238504
4791337;3238504
4791352;3238504
4819782;3238504
4819792;3238504
4819799;3238504
4565443;3238504
4660387;3238504
4791351;3238504
4819800;3238504
4819802;3238504
5085551;3238504
4651843;3238504
4819780;3238504
4639144;3238504
4660385;3238504
4791365;3238504
4791367;3238504
4694274;3238504
4791339;3238504
4819785;3238504
4819791;3238504
4791368;3238504
4986378;3238504
4639141;3238504
3931587;3238504
4819787;3238504
5085552;3238504
5406771;3238504
4819772;3238504
4399346;3238504
4791338;3238504
4819771;3238504
4965700;3238504
4031177;3238504
4819796;3238504
4930774;3238504
4965702;3238504
4306664;3238504
4965694;3238504
5406770;3238504
5085394;3238504
4819789;3238504
4819798;3238504
4819804;3238504
4965704;3238504
5406776;3238504
4882395;3238504
4882397;3238504
4791361;3238504
4819779;3238504
4986376;3238504
4565445;3238504
4791359;3238504
4819793;3238504
3729674;3238504
4791360;3238504
4819777;3238504
4791355;3238504
4791357;3238504
4819788;3238504
4930771;3238504
5085395;3238504
4397388;3238504
4819775;3238504
5406759;3238504
4498197;3238504
4638090;3238504
4791336;3238504
4819805;3238504
4986377;3238504
5409380;3238504
3986507;3238504
5406775;3238504
4791366;3238504
4819774;3238504
4397460;3238504
5406773;3238504
5085553;3238504
4791354;3238504
4756375;3238504
4791356;3238504
4791353;3238504
5410381;3238504
4050400;3238504
4819778;3238504
4819790;3238504
4819784;3238504
4819795;3238504
3617212;3238822
3881416;3238822
3980631;3238822
3617211;3238822
4430408;3238822
3169735;3238844
3169733;3238844
2573945;3240182
2911120;3240182
3316553;3240363
820880;3240363
1188852;3240363
4704947;3240363
4704949;3240363
1441996;3240363
925511;3240363
4704924;3240363
2241387;3240363
3265560;3245565
2562633;3245565
3245568;3245565
2740900;3245565
4682130;3245565
2890324;3245565
3183790;3245565
3251450;3245565
3245567;3245565
2529965;3245565
3402526;3245565
3648474;3245565
3519779;3245565
3555130;3245565
2890319;3245565
2379178;3245565
3476574;3245565
3275555;3245566
3419997;3245566
3265560;3245567
2562633;3245567
3245565;3245567
3251450;3245567
3183790;3245567
3519779;3245567
3648474;3245567
3402526;3245567
2529965;3245567
2890319;3245567
3476574;3245567
2379178;3245567
4682130;3245567
3555130;3245567
2890324;3245567
2740900;3245567
3245568;3245567
3266843;3246258
3266843;3246333
2225782;3247477
3247472;3247477
2911120;3247477
1930106;3247477
2308456;3247477
3312681;3247640
3230567;3247640
3230568;3247640
3275291;3247640
3201700;3257972
3310702;3262176
3947768;3262176
3304226;3262176
3419044;3262176
3364440;3262176
4661150;3262176
2231706;3262176
2788776;3262176
2180792;3262176
2401746;3262176
3357898;3262176
3844070;3262176
2269130;3262176
2378086;3262176
2210835;3262176
2465446;3262176
3382950;3262176
2231714;3262176
3382955;3262176
2385681;3262176
2231713;3262176
2190565;3262176
2252465;3262176
3007286;3262176
3280709;3262176
3122904;3262176
3128149;3262176
3200581;3262176
3614892;3262176
3620023;3262176
3382949;3262176
2465447;3262176
2754643;3262176
3255719;3262176
2256868;3262176
2498196;3262176
2180793;3262176
2500366;3262176
4430362;3262176
3262177;3262176
3310702;3262177
3947768;3262177
3304226;3262177
3419044;3262177
3364440;3262177
4661150;3262177
2401746;3262177
3357898;3262177
3844070;3262177
2231706;3262177
2269130;3262177
2378086;3262177
2210835;3262177
2465446;3262177
2788776;3262177
4772287;2778282
4842943;2778282
5416892;2778282
2580376;2780754
2580378;2780754
2580377;2780754
2580238;2780754
2747840;2790425
3286907;2790425
2747186;2790425
2648619;2802998
3498542;2803026
3024753;2803026
2903546;2803026
2803053;2803026
4164281;2803026
3697861;2803026
3977211;2803026
3380116;2803026
2602829;2803026
3022587;2803026
2829041;2803026
4164070;2803026
3498543;2803026
4711814;2803026
4883331;2803026
3380144;2803026
2748870;2803026
4163887;2803026
2278905;2803026
2610819;2803026
3933841;2805199
2241385;2805199
2241387;2805199
2805198;2805199
2805196;2805199
3522485;2820243
2749420;2820243
3381435;2820243
2820245;2820243
5296292;2820243
3522486;2820243
2860998;2820243
2861000;2820243
2861301;2820243
2860999;2820243
3522487;2820243
2752979;2820243
2550640;2820243
3522485;2820245
2749420;2820245
2860999;2820245
3522486;2820245
2860998;2820245
2861000;2820245
2550640;2820245
2820243;2820245
2861301;2820245
3381435;2820245
5296292;2820245
3522487;2820245
2752979;2820245
2942330;3022384
2942328;3022384
3559288;3022384
2942327;3022384
3498542;3022587
3024753;3022587
2903546;3022587
2602829;3022587
3380116;3022587
3498543;3022587
4711814;3022587
4883331;3022587
3977211;3022587
2829041;3022587
2278905;3022587
2610819;3022587
4164070;3022587
4163887;3022587
3380144;3022587
2748870;3022587
2803026;3022587
3697861;3022587
2803053;3022587
4164281;3022587
2931213;3023355
3498542;3024753
2903546;3024753
2803053;3024753
4164281;3024753
2803026;3024753
3697861;3024753
3380116;3024753
2602829;3024753
3022587;3024753
4164070;3024753
3498543;3024753
4711814;3024753
4883331;3024753
3977211;3024753
3380144;3024753
2748870;3024753
4163887;3024753
2829041;3024753
2278905;3024753
2610819;3024753
2018522;3035394
3947768;3035394
3687867;3035394
2791440;3035394
3482774;3035394
2822753;3035394
2822752;3035394
3350770;3035394
2894731;3035394
4492056;3035394
2822754;3035394
2791442;3035394
2822755;3035394
3844070;3035394
3169429;3035394
2018523;3035394
3962329;3035394
2791435;3035394
3614892;3035394
3122904;3035394
2714867;3035394
2791432;3035394
2324134;3035394
3531580;3035394
4430362;3035394
2791434;3035394
2202173;3035394
3999577;3035394
3432804;3035394
3419044;3035394
2106294;3035394
4515323;3035394
4167587;3041845
4986372;3041845
5406778;3041845
4792335;3041845
4167594;3041845
4792328;3041845
4328323;3041845
4754201;3041845
3332609;3041845
4141732;3041845
4792334;3041845
5405378;3041845
4792333;3041845
5405380;3041845
5406777;3041845
5243085;3041845
4986380;3041845
4141729;3041845
4141731;3041845
5406779;3041845
4167592;3041845
4488102;3041845
4754202;3041845
4986385;3041845
5356791;3041845
4784438;3041845
4792330;3041845
5356780;3041845
4986379;3041845
4167595;3041845
4792331;3041845
5242910;3041845
3531281;3041845
3531315;3041845
4754204;3041845
4792332;3041845
5085555;3041845
5356792;3041845
4053253;3041845
4167590;3041845
4754206;3041845
4986375;3041845
4986384;3041845
4165448;3041845
4986383;3041845
4053245;3041845
4674713;3041845
5356793;3041845
4792329;3041845
5356794;3041845
5406751;3041845
4328324;3041845
3033115;3045857
3033116;3045857
3033116;3049068
3033115;3049068
2758865;3055397
3241733;3056945
3337552;3056945
4160849;3056945
3201700;3056945
3337558;3056945
3337553;3056945
3337557;3056945
3337553;3057010
3337557;3057010
3337558;3057010
3241733;3057010
3337552;3057010
4160849;3057010
3201700;3057010
3241733;3057030
3033116;3058112
3033115;3058112
3247477;3266391
3416783;3266391
3247473;3266391
3419997;3266391
3255816;3266391
3247478;3266391
3275555;3266391
3247474;3266391
3255818;3266391
3986666;3266391
3247476;3266391
3247472;3266391
3255819;3266391
3416782;3266391
3368409;3266391
3986806;3266391
3255817;3266391
3247479;3266391
3986804;3266391
3986807;3266391
3986803;3266391
3559288;3266724
3312681;3270668
3230567;3270668
3230568;3270668
3275291;3270668
4937769;3274904
5390890;3274904
3777850;3274904
4937974;3274904
3647205;3274904
4924573;3277092
3647205;3277092
4366529;3277092
4149575;3277092
4149575;3277093
3647205;3277093
4924573;3277093
4366529;3277093
4080453;3279818
4868067;3279818
5416836;3089203
4160849;3089203
4913513;3089203
5273117;3089203
5356995;3089203
4842947;3089203
5272736;3089203
5356992;3089203
5356993;3089203
4842941;3089203
4882079;3089203
5273193;3089203
4843080;3089203
3337557;3089203
4963210;3089203
4308414;3089203
4639764;3089203
5356983;3089203
4842956;3089203
4843144;3089203
4639735;3089203
4639759;3089203
4654289;3089203
4772297;3089203
4308406;3089203
4639734;3089203
4639785;3089203
3337553;3089203
4962934;3089203
4963209;3089203
4963205;3089203
4639732;3089203
5273194;3089203
4963217;3089203
5049482;3089203
4639760;3089203
5273114;3089203
5416841;3089203
4842944;3089203
5356986;3089203
5357016;3089203
5416882;3089203
4963226;3089203
4639781;3089203
4654762;3089203
4308402;3089203
4639770;3089203
4842687;3089203
4283898;3089203
4963214;3089203
4639731;3089203
5416833;3089203
5416898;3089203
4639758;3089203
5356988;3089203
5416837;3089203
4287841;3089203
4963216;3089203
4963231;3089203
4639741;3089203
4639751;3089203
4639784;3089203
4639853;3089203
5273113;3089203
4963212;3089203
4963220;3089203
4963222;3089203
4882077;3089203
4963218;3089203
4639757;3089203
5272735;3089203
4842685;3089203
5049488;3089203
5273191;3089203
4802828;3089203
4963208;3089203
4963224;3089203
4344319;3089203
4639747;3089203
4639762;3089203
5356505;3089203
4639772;3089203
5356987;3089203
5416858;3089203
4772299;3089203
4843081;3089203
4283861;3089203
4842946;3089203
5049486;3089203
4639743;3089203
5356570;3089203
5273120;3089203
5356984;3089203
5416880;3089203
5416839;3089203
5049481;3089203
4772283;3089203
5273118;3089203
5356569;3089203
4842951;3089203
4639736;3089203
4639742;3089203
4842952;3089203
4842953;3089203
5416844;3089203
4654288;3089203
4843082;3089203
4842955;3089203
4963219;3089203
5288110;3089203
3275555;3097301
3419997;3097301
2890315;3097301
2907795;3100224
2907811;3100224
2907797;3100224
2907804;3100224
2907798;3100224
2907550;3100224
2907807;3100224
2907829;3100224
2907813;3100224
2907818;3100224
2907820;3100224
2907827;3100224
2907549;3100224
2907819;3100224
2907800;3100224
2907810;3100224
2907817;3100224
2907832;3100224
2907799;3100224
2907809;3100224
2907812;3100224
2907833;3100224
4088293;3100224
2907793;3100224
2907805;3100224
2907814;3100224
2907831;3100224
2907822;3100224
2907826;3100224
2907821;3100224
2907792;3100224
2907802;3100224
2907806;3100224
2907796;3100224
2907815;3100224
2907794;3100224
2907803;3100224
2907808;3100224
2907816;3100224
2907791;3100224
2907801;3100224
2907823;3100224
2907828;3100224
2907830;3100224
5392396;3100224
4452995;3109582
4660600;3109582
4659410;3109582
4414320;3109582
4756375;3109582
3889771;3109582
4137806;3109582
4306662;3109582
4451711;3109582
4497998;3109582
4681215;3109582
4414859;3109582
4791358;3109582
4443980;3109582
4542695;3109582
3967016;3109582
4041465;3109582
4414855;3109582
4819803;3109582
4497996;3109582
4479916;3109582
4639141;3109582
4819802;3109582
4310446;3109582
4651843;3109582
4479918;3109582
4930774;3109582
4450427;3109582
4521507;3109582
4399346;3109582
4800972;3109582
3729674;3109582
4497999;3109582
4314737;3109582
4415336;3109582
4414857;3109582
3986507;3109582
4930771;3109582
4414858;3109582
4638090;3109582
4397388;3109582
4629403;3109582
4710768;3109582
4759132;3109582
2992986;3109582
4397460;3109582
4863016;3109582
4497997;3109582
2580376;3110083
2580238;3110083
2580377;3110083
2580378;3110083
3310702;3122904
3947768;3122904
3304226;3122904
2231706;3122904
2401746;3122904
3357898;3122904
3844070;3122904
2465446;3122904
2788776;3122904
2180792;3122904
2385681;3122904
2231713;3122904
2269130;3122904
2378086;3122904
2210835;3122904
3382950;3122904
2231714;3122904
3382955;3122904
2190565;3122904
2252465;3122904
3007286;3122904
3280709;3122904
3200581;3122904
3614892;3122904
3620023;3122904
2498196;3122904
3128149;3122904
2465447;3122904
2754643;3122904
3255719;3122904
2256868;3122904
3382949;3122904
4430362;3122904
2180793;3122904
2500366;3122904
3262176;3122904
3262177;3122904
3419044;3122904
3364440;3122904
4661150;3122904
2638565;3126685
3267214;3126685
4444450;3126685
2718978;3126685
4639742;3123434
4654288;3123434
4843082;3123434
4964762;3123434
4842955;3123434
4639763;3123434
4963202;3123434
5049727;3123434
5356985;3123434
4882075;3123434
5272737;3123434
5273119;3123434
5416891;3123434
4283858;3123434
4639479;3123434
4937664;3123434
5356989;3123434
4639769;3123434
4639844;3123434
4772290;3123434
4843072;3123434
